房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
TJ2307671326972198912,天津,西青,中北镇,碧水家园E区,17㎡,合租,南,1050元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,4,10层,无,租用车位,民水,民电,NULL,集中供暖
TJ2215673375500533760,天津,河西,友谊路,文玥里,23㎡,整租,东南,1450元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2301420137288843264,天津,滨海新区,大港,重阳里,42㎡,整租,南/北,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2273042982875693056,天津,塘沽,向阳街,延安里,38㎡,整租,东,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2274398601482338304,天津,河西,马场街,四化里(河西),41㎡,整租,北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2242052388385472512,天津,和平,体育馆街,文化里,16㎡,整租,南,1100元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2146354881244971008,天津,河西,天塔街,气象南里,11㎡,合租,北,1390元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,6,6层,无,NULL,民水,民电,有,集中供暖
TJ2253398751811485696,天津,河西,小海地,同江里,38㎡,整租,东北,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2138794669515997184,天津,东丽,东丽湖,三源英华郡,91㎡,整租,南/北,900元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,11层,无,NULL,NULL,民电,有,集中供暖
TJ2244094114687885312,天津,河西,桃园街,元兴新里,38㎡,整租,东,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2244085316245782528,天津,滨海新区,大港,华幸小区,51㎡,整租,南/北,750元/月,NULL,2室,NULL,1卫,随时入住,1年以内,需提前预约,未知,3层,无,NULL,民水,民电,有,集中供暖
TJ2299738897137549312,天津,塘沽,北塘街,绅湖公馆,107㎡,整租,南,800元/月,季付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,高楼层,29层,有,NULL,民水,民电,有,集中供暖
TJ2302867018615103488,天津,和平,新兴街,乐昌里,33㎡,整租,南,1900元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2239786409299296256,天津,武清,下朱庄,臻园,120㎡,整租,南,500元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,8层,无,NULL,NULL,NULL,有,集中供暖
TJ2306950080009617408,天津,河东,春华街,汇和家园,10㎡,合租,南,750元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,7,7层,无,NULL,民水,民电,有,集中供暖
TJ2276111619191226368,天津,武清,静湖,天和林溪博园,86㎡,整租,南,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,16层,有,NULL,民水,民电,有,集中供暖
TJ2310700819685064704,天津,南开,广开街,吉安里,12㎡,合租,南,700元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,6,8层,有,NULL,民水,民电,有,集中供暖
TJ2254329752695341056,天津,和平,南营门街,竞业里,22㎡,整租,西,1700元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2298359687013474304,天津,宝坻,宝坻,圣缇湾,82㎡,整租,南,1300元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,高楼层,17层,有,NULL,民水,民电,有,集中供暖
TJ2295415355784298496,天津,南开,嘉陵道街,雅安西里,24㎡,整租,南/北,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2312048788728193024,天津,河东,常州道,倚营里,12㎡,合租,南,950元/月,月付价,5室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,免费使用,民水,民电,有,集中供暖
TJ2262222363108319232,天津,河东,唐家口,欣荣嘉园,15㎡,合租,北,1080元/月,季付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,5,7层,无,NULL,民水,民电,有,NULL
TJ2290259987622543360,天津,河北,宁园,汇园里,15㎡,合租,南,900元/月,季付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,5,7层,无,NULL,民水,民电,有,NULL
TJ2312099951200976896,天津,河东,唐家口,恋日风景,10㎡,合租,南,650元/月,月付价,5室,1厅,1卫,随时入住,11个月,随时可看,4,5层,无,免费使用,民水,民电,有,集中供暖
TJ2299721517820280832,天津,西青,中北镇,燕宇花园,15㎡,合租,南,900元/月,月付价,2室,1厅,1卫,随时入住,2~10个月,随时可看,5,6层,无,NULL,民水,民电,有,NULL
TJ2312783133000605696,天津,河北,宁园,赛园里,44㎡,整租,南,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2273043042997387264,天津,和平,南市,怀远里,34㎡,整租,北,2000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2276808607566151680,天津,武清,下朱庄,龙吉园,90㎡,整租,南,700元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2303341354728046592,天津,西青,中北镇,溪秀苑翠溪园,16㎡,合租,南,900元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2273830707426508800,天津,西青,中北镇,碧湖园,13㎡,合租,南,750元/月,季付价,3室,1厅,1卫,随时入住,8~12个月,随时可看,4,6层,无,NULL,民水,民电,有,NULL
TJ2239665680645627904,天津,和平,新兴街,宜昌道,33㎡,整租,南/北,2000元/月,双月付价,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2280265378213142528,天津,北辰,北仓镇,荣乐园,72㎡,整租,南/北,800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,26层,无,NULL,NULL,NULL,有,集中供暖
TJ2294168736233963520,天津,滨海新区,滨海其它,力高阳光海岸,50㎡,整租,南/北,800元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,26层,无,NULL,民水,民电,有,集中供暖
TJ2310704265867296768,天津,南开,鼓楼街,尚佳新苑,20㎡,合租,南,1300元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,17,27层,有,NULL,民水,民电,有,集中供暖
TJ2312244814541750272,天津,南开,万兴街,金潭花园,14㎡,合租,南,950元/月,月付价,4室,1厅,1卫,随时入住,6个月,随时可看,5,6层,无,免费使用,民水,民电,有,集中供暖
TJ2245643671854915584,天津,开发区,第三大街,康翠园,67㎡,整租,南/北,2200元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,17层,有,NULL,商水,商电,有,集中供暖
TJ2291246145357758464,天津,宁河,宁河,天津海航城,105㎡,整租,南,2000元/月,季付价,3室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,18层,无,NULL,民水,民电,有,集中供暖
TJ1900470643099705344,天津,海河教育园区,咸水沽,世纪佳园,133㎡,整租,南/北,1200元/月,季付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2284509606007291904,天津,河西,陈塘庄,天房美棠,16㎡,合租,北,1080元/月,季付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,22,32层,有,NULL,民水,民电,有,NULL
TJ2306434155015045120,天津,红桥,芥园道,先春园世春里,18㎡,合租,南,1100元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,5,6层,无,免费使用,民水,民电,有,集中供暖
TJ2288375069485047808,天津,西青,张家窝,保利金融街诺丁山,101㎡,整租,南/北,1000元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,低楼层,8层,有,NULL,民水,民电,有,集中供暖
TJ2167368660996595712,天津,武清,南湖,玉湖庭苑,137㎡,整租,南/北,800元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,低楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2242021931807686656,天津,宝坻,宝坻,原筑,90㎡,整租,南/北,1200元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,未知,11层,有,NULL,民水,民电,有,集中供暖
TJ2308581236002013184,天津,塘沽,解放路,海韵园(塘沽区),12㎡,合租,南,1060元/月,季付价,5室,2厅,2卫,随时入住,3个月以上,随时可看,15,17层,有,NULL,民水,民电,有,集中供暖
TJ2312051961089753088,天津,西青,中北镇,溪秀苑翠溪园,17㎡,合租,南,950元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2294021956204503040,天津,滨海新区,滨海其它,泰达星海湾,59㎡,整租,南/北,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,17层,无,NULL,NULL,NULL,有,集中供暖
TJ2302745083956428800,天津,河西,小海地,三水南里,39㎡,整租,东北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2136877921602904064,天津,东丽,华明镇,宝能城,96㎡,整租,南,1000元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,未知,16层,有,NULL,民水,民电,有,集中供暖
TJ2281803961764167680,天津,南开,广开街,吉安里,12㎡,合租,南,700元/月,月付价,3室,1厅,1卫,随时入住,7~12个月,随时可看,6,8层,有,NULL,民水,民电,有,NULL
TJ2311351672795824128,天津,塘沽,杭州道,隆盛花园,12㎡,合租,南,1190元/月,季付价,3室,1厅,1卫,随时入住,3个月以上,随时可看,26,33层,有,NULL,民水,民电,有,集中供暖
TJ2251885928140242944,天津,蓟州,蓟县,蓟县红光里二条,199㎡,整租,南/北,750元/月,年付价,5室,1厅,1卫,随时入住,3年以内,需提前预约,未知,1层,无,NULL,NULL,NULL,NULL,NULL
TJ2244074409973252096,天津,东丽,华明镇,宝能城,76㎡,整租,南,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,13层,无,NULL,NULL,NULL,NULL,NULL
TJ2300444185889095680,天津,滨海新区,大港,团结里,73㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2238296221582639104,天津,滨海新区,大港,西运小区,58㎡,整租,南/北,600元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2162945195199430656,天津,滨海新区,大港,经纬城市绿洲,121㎡,整租,南/北,900元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,低楼层,11层,无,NULL,民水,民电,有,集中供暖
TJ2311627324157591552,天津,河北,建昌道,康桥里,44㎡,整租,南,1300元/月,季付价,1室,1厅,1卫,2019/8/31,2年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2261985609562464256,天津,滨海新区,大港,华盛小区,62㎡,整租,南,600元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2278718935795253248,天津,开发区,第五大街,德圣公馆,59㎡,整租,东,2300元/月,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,有,NULL,民水,民电,无,集中供暖
TJ2300667922026340352,天津,和平,南市,富顿大厦,22㎡,合租,南,1463元/月,月付价,3室,1厅,1卫,随时入住,6~12个月,随时可看,25,30层,有,租用车位,民水,民电,有,集中供暖
TJ2312787036211789824,天津,西青,华苑,程华里,18㎡,合租,西南,650元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,4,6层,无,NULL,民水,民电,有,NULL
TJ2313050326380584960,天津,和平,劝业场,信义里,15㎡,合租,南,1000元/月,月付价,4室,1厅,1卫,随时入住,2~10个月,随时可看,1,1层,无,免费使用,民水,民电,有,集中供暖
TJ2123741572397793280,天津,滨海新区,大港,花园南里,58㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,暂无数据,NULL,NULL,高楼层,4层,无,NULL,NULL,NULL,有,集中供暖
TJ2298094353043955712,天津,滨海新区,大港,七邻里北区,38㎡,整租,南/北,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2302176160534511616,天津,塘沽,新河街,赵家地,45㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2248407361532198912,天津,塘沽,解放路,吉祥里,42㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2309944611118268416,天津,南开,长虹街,教师楼,8㎡,合租,南,601元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2298463329355563008,天津,河东,春华街,城市之星大厦,15㎡,合租,南,1000元/月,季付价,5室,1厅,1卫,随时入住,1年,随时可看,4,20层,有,NULL,民水,民电,有,NULL
TJ2312390703516762112,天津,河西,梅江,瑞江花园梅苑,10㎡,合租,西北,1260元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,5,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2267137910295756800,天津,和平,南市,裕德里,14㎡,整租,东/西,2000元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,低楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2303367809176453120,天津,塘沽,杭州道,新园里,56㎡,整租,南/北,1400元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2102078155790483456,天津,河西,桃园街,庆荣里,35㎡,整租,南/北,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2299218724244160512,天津,蓟州,蓟县,飞雁一区,56㎡,整租,南/北,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,3层,无,NULL,民水,民电,有,集中供暖
TJ2312730117216149504,天津,和平,劝业场,宜天花园,15㎡,合租,南,1630元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,30,33层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2141920003132497920,天津,津南,辛庄,金地艺城悦府,8㎡,合租,北,690元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,6,6层,无,NULL,NULL,NULL,有,集中供暖
TJ2308565739365474304,天津,西青,体育中心街,阳光壹佰北园,6㎡,合租,北,790元/月,季付价,4室,1厅,1卫,随时入住,6个月以上,随时可看,13,18层,有,NULL,民水,民电,有,集中供暖
TJ2241860822508765184,天津,滨海新区,滨海其它,力高阳光海岸,114㎡,整租,南/北,1000元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,32层,有,NULL,民水,民电,有,集中供暖
TJ2222313026211037184,天津,塘沽,新村街,福建西路,59㎡,整租,东/西,1500元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2257267686654885888,天津,武清,下朱庄,龙如园,115㎡,整租,南/北,1000元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,中楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2251909757835419648,天津,河西,马场街,向荣里,38㎡,整租,北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2312061855906144256,天津,南开,鼓楼街,艺术公寓,15㎡,合租,南,1100元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,11,32层,有,租用车位,民水,民电,有,集中供暖
TJ2306398749410197504,天津,河西,友谊路,宾西楼,14㎡,合租,南,1100元/月,季付价,2室,1厅,1卫,随时入住,5~12个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2298963658937737216,天津,塘沽,杭州道,泰祥里,49㎡,整租,南/北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ1923014299891277824,天津,河西,梅江,第六田园优仕公寓,48㎡,整租,南,1500元/月,季付价,1室,NULL,1卫,随时入住,1年以内,需提前预约,中楼层,30层,有,NULL,民水,民电,有,集中供暖
TJ2253539352414535680,天津,武清,武清其它,津门及第,87㎡,整租,南,600元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2288069275632025600,天津,滨海新区,大港,前光里,60㎡,整租,南/北,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2312064077049888768,天津,南开,万兴街,三潭东里,27㎡,整租,西,1600元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2312786382159872000,天津,南开,万兴街,三潭东里,35㎡,整租,东/西,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2231748434619547648,天津,北辰,双街,融创半湾半岛,111㎡,整租,南/北,1000元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,28层,无,NULL,民水,民电,有,集中供暖
TJ2311294029973176320,天津,南开,嘉陵道街,南江东里,22㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,3,5层,无,免费使用,民水,民电,有,集中供暖
TJ2310664989062733824,天津,红桥,铃铛阁,康华里,15㎡,合租,南,1100元/月,月付价,3室,1厅,1卫,随时入住,3个月,随时可看,7,7层,无,租用车位,民水,民电,有,集中供暖
